Pharm~Hosp|ATC1|ATC2|ATC3|ATC4|Crp|MIDAS~Crp|Mnf|Prd|Str|Pck|NFC~1|NFC~2|NFC~3|RX/OTC|Launch~Year|Launch~Date|DDD~Fact|DDD~Unit|Mono~Combi|MOL|[DCKey 1]|[Latest MNF Price]|[Latest Price]|EURO Sales Period|EURO Sales Value|USD Sales Period|USD Sales Value|LC Sales Period|LC Sales Value|Units Period|Units Value|DOT Period|DOT Value
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Apr/05|0|USD Sales Apr/05|0|LC Sales Apr/05|0|Units Apr/05|0|DOT Apr/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales May/05|0|USD Sales May/05|0|LC Sales May/05|0|Units May/05|0|DOT May/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Jun/05|0|USD Sales Jun/05|0|LC Sales Jun/05|0|Units Jun/05|0|DOT Jun/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Jul/05|0|USD Sales Jul/05|0|LC Sales Jul/05|0|Units Jul/05|0|DOT Jul/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Aug/05|0|USD Sales Aug/05|0|LC Sales Aug/05|0|Units Aug/05|0|DOT Aug/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Sep/05|0|USD Sales Sep/05|0|LC Sales Sep/05|0|Units Sep/05|0|DOT Sep/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Oct/05|0|USD Sales Oct/05|0|LC Sales Oct/05|0|Units Oct/05|0|DOT Oct/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Nov/05|0|USD Sales Nov/05|0|LC Sales Nov/05|0|Units Nov/05|0|DOT Nov/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Dec/05|0|USD Sales Dec/05|0|LC Sales Dec/05|0|Units Dec/05|0|DOT Dec/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Jan/06|0|USD Sales Jan/06|0|LC Sales Jan/06|0|Units Jan/06|0|DOT Jan/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Feb/06|0|USD Sales Feb/06|0|LC Sales Feb/06|0|Units Feb/06|0|DOT Feb/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Mar/06|0|USD Sales Mar/06|0|LC Sales Mar/06|0|Units Mar/06|0|DOT Mar/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Apr/06|0|USD Sales Apr/06|0|LC Sales Apr/06|0|Units Apr/06|0|DOT Apr/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales May/06|0|USD Sales May/06|0|LC Sales May/06|0|Units May/06|0|DOT May/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Jun/06|0|USD Sales Jun/06|0|LC Sales Jun/06|0|Units Jun/06|0|DOT Jun/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Jul/06|0|USD Sales Jul/06|0|LC Sales Jul/06|0|Units Jul/06|0|DOT Jul/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Aug/06|0|USD Sales Aug/06|0|LC Sales Aug/06|0|Units Aug/06|0|DOT Aug/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Sep/06|0|USD Sales Sep/06|0|LC Sales Sep/06|0|Units Sep/06|0|DOT Sep/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|BRISTOL MYERS SQB*|BRISTOL-MYERS SQB.|BRISTOL MYERS SQUI|KENALOG ORABASE|00.1%|PASTE .1 % 1 5 G|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|RX STATUS UNKNOWN|1973|1973/12|0.00|0.00|MONO|TRIAMCINOLONE ACETONIDE|1|52.6|71.2|EURO Sales Oct/06|0|USD Sales Oct/06|0|LC Sales Oct/06|0|Units Oct/06|0|DOT Oct/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Nov/01|196|USD Sales Nov/01|174|LC Sales Nov/01|6518|Units Nov/01|109|DOT Nov/01|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Dec/01|196|USD Sales Dec/01|175|LC Sales Dec/01|6349|Units Dec/01|106|DOT Dec/01|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Jan/02|286|USD Sales Jan/02|253|LC Sales Jan/02|9180|Units Jan/02|153|DOT Jan/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Feb/02|172|USD Sales Feb/02|150|LC Sales Feb/02|5460|Units Feb/02|91|DOT Feb/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Mar/02|193|USD Sales Mar/02|169|LC Sales Mar/02|6070|Units Mar/02|101|DOT Mar/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Apr/02|241|USD Sales Apr/02|213|LC Sales Apr/02|7320|Units Apr/02|122|DOT Apr/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales May/02|281|USD Sales May/02|258|LC Sales May/02|8594|Units May/02|143|DOT May/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Jun/02|244|USD Sales Jun/02|233|LC Sales Jun/02|7380|Units Jun/02|123|DOT Jun/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Jul/02|277|USD Sales Jul/02|275|LC Sales Jul/02|8252|Units Jul/02|138|DOT Jul/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Aug/02|232|USD Sales Aug/02|226|LC Sales Aug/02|7140|Units Aug/02|119|DOT Aug/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Sep/02|163|USD Sales Sep/02|160|LC Sales Sep/02|4920|Units Sep/02|82|DOT Sep/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Oct/02|197|USD Sales Oct/02|193|LC Sales Oct/02|6020|Units Oct/02|101|DOT Oct/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Nov/02|133|USD Sales Nov/02|133|LC Sales Nov/02|4094|Units Nov/02|68|DOT Nov/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Dec/02|209|USD Sales Dec/02|212|LC Sales Dec/02|6502|Units Dec/02|108|DOT Dec/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Jan/03|196|USD Sales Jan/03|208|LC Sales Jan/03|6171|Units Jan/03|101|DOT Jan/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Feb/03|144|USD Sales Feb/03|156|LC Sales Feb/03|4566|Units Feb/03|74|DOT Feb/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Mar/03|176|USD Sales Mar/03|190|LC Sales Mar/03|5571|Units Mar/03|90|DOT Mar/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Apr/03|159|USD Sales Apr/03|172|LC Sales Apr/03|5022|Units Apr/03|81|DOT Apr/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales May/03|182|USD Sales May/03|210|LC Sales May/03|5704|Units May/03|92|DOT May/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Jun/03|225|USD Sales Jun/03|262|LC Sales Jun/03|7068|Units Jun/03|114|DOT Jun/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Jul/03|187|USD Sales Jul/03|213|LC Sales Jul/03|5966|Units Jul/03|95|DOT Jul/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Aug/03|167|USD Sales Aug/03|186|LC Sales Aug/03|5398|Units Aug/03|85|DOT Aug/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Sep/03|132|USD Sales Sep/03|148|LC Sales Sep/03|4268|Units Sep/03|67|DOT Sep/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|DENTAL PRAHA|DENTAL PRAHA|DENTAL PRAHA|CALCIDENT|0000|PWDR SOLUBL 1 20 G|K ORAL TOPICAL|KE ORAL TOP POWDERS/GRANULES|KEK ORAL TOP SOLUBLE POWDER|NON-RX BOUND|1991|1991/10|0.00|0.00|MONO|DENTURE POWDER|2|64.2|89.7|EURO Sales Oct/03|164|USD Sales Oct/03|192|LC Sales Oct/03|5256|Units Oct/03|82|DOT Oct/03|0
